location,week,mort
BE225,2023-W47,38
BE225,2023-W48,49
BE225,2023-W49,49
BE225,2023-W50,66
BE225,2023-W51,51
BE225,2023-W52,57
BE225,2024-W01,39
BE225,2024-W02,59
BE225,2024-W03,44
BE225,2024-W04,54
BE225,2024-W05,35
BE225,2024-W06,61
BE225,2024-W07,44
BE225,2024-W08,46
BE225,2024-W09,45
BE225,2024-W10,35
BE225,2024-W11,41
BE225,2024-W12,55
BE225,2024-W13,45
BE225,2024-W14,46
BE225,2024-W15,52
BE225,2024-W16,61
BE225,2024-W17,32
BE225,2024-W18,46
BE225,2024-W19,38
BE225,2024-W20,37
BE225,2024-W21,45
BE225,2024-W22,32
BE225,2024-W23,39
BE225,2024-W24,48
BE225,2024-W25,45
BE225,2024-W26,46
BE225,2024-W27,35
BE225,2024-W28,31
BE225,2024-W29,43
BE225,2024-W30,41
BE225,2024-W31,48
BE225,2024-W32,35
BE225,2024-W33,42
BE225,2024-W34,46
BE225,2024-W35,47
BE225,2024-W36,42
BE225,2024-W37,41
BE225,2024-W38,35
BE225,2024-W39,39
BE225,2024-W40,45
BE225,2024-W41,43
BE225,2024-W42,44
BE225,2024-W43,35
BE225,2024-W44,38
BE225,2024-W45,38
BE225,2024-W46,36
BE225,2024-W47,48
BE225,2024-W48,47
BE225,2024-W49,38
BE225,2024-W50,48
BE225,2024-W51,52
BE225,2024-W52,47
BE231,2022-W01,57
BE231,2022-W02,48
BE231,2022-W03,68
BE231,2022-W04,61
BE231,2022-W05,76
BE231,2022-W06,68
BE231,2022-W07,65
BE231,2022-W08,64
BE231,2022-W09,63
BE231,2022-W10,72
BE231,2022-W11,63
BE231,2022-W12,75
BE231,2022-W13,75
BE231,2022-W14,51
BE231,2022-W15,52
BE231,2022-W16,60
BE231,2022-W17,61
BE231,2022-W18,69
BE231,2022-W19,43
BE231,2022-W20,66
BE231,2022-W21,54
BE231,2022-W22,76
BE231,2022-W23,48
BE231,2022-W24,61
BE231,2022-W25,62
BE231,2022-W26,44
BE231,2022-W27,59
BE231,2022-W28,48
BE231,2022-W29,68
BE231,2022-W30,55
BE231,2022-W31,53
BE231,2022-W32,55
BE231,2022-W33,47
BE231,2022-W34,55
BE231,2022-W35,51
BE231,2022-W36,57
BE231,2022-W37,46
BE231,2022-W38,51
BE231,2022-W39,43
BE231,2022-W40,65
BE231,2022-W41,61
BE231,2022-W42,50
BE231,2022-W43,49
BE231,2022-W44,54
BE231,2022-W45,58
BE231,2022-W46,56
BE231,2022-W47,52
BE231,2022-W48,69
BE231,2022-W49,67
BE231,2022-W50,70
BE231,2022-W51,71
BE231,2022-W52,77
BE231,2023-W01,71
BE231,2023-W02,69
BE231,2023-W03,60
BE231,2023-W04,69
BE231,2023-W05,65
BE231,2023-W06,77
BE231,2023-W07,77
BE231,2023-W08,69
BE231,2023-W09,81
BE231,2023-W10,70
BE231,2023-W11,73
BE231,2023-W12,59
BE231,2023-W13,56
BE231,2023-W14,52
BE231,2023-W15,51
BE231,2023-W16,68
BE231,2023-W17,48
BE231,2023-W18,53
BE231,2023-W19,61
BE231,2023-W20,54
BE231,2023-W21,49
BE231,2023-W22,49
BE231,2023-W23,44
BE231,2023-W24,62
BE231,2023-W25,53
BE231,2023-W26,54
BE231,2023-W27,52
BE231,2023-W28,43
BE231,2023-W29,59
BE231,2023-W30,46
BE231,2023-W31,54
BE231,2023-W32,66
BE231,2023-W33,56
BE231,2023-W34,56
BE231,2023-W35,58
BE231,2023-W36,62
BE231,2023-W37,55
BE231,2023-W38,47
BE231,2023-W39,48
BE231,2023-W40,60
BE231,2023-W41,53
BE231,2023-W42,53
BE231,2023-W43,68
BE231,2023-W44,57
BE231,2023-W45,57
BE231,2023-W46,61
BE231,2023-W47,55
BE231,2023-W48,49
BE231,2023-W49,66
BE231,2023-W50,67
BE231,2023-W51,76
BE231,2023-W52,75
BE231,2024-W01,70
BE231,2024-W02,67
BE231,2024-W03,70
BE231,2024-W04,59
BE231,2024-W05,70
BE231,2024-W06,80
BE231,2024-W07,65
BE231,2024-W08,64
BE231,2024-W09,53
BE231,2024-W10,56
BE231,2024-W11,56
BE231,2024-W12,63
BE231,2024-W13,50
BE231,2024-W14,54
BE231,2024-W15,68
BE231,2024-W16,52
BE231,2024-W17,48
BE231,2024-W18,52
BE231,2024-W19,58
BE231,2024-W20,49
BE231,2024-W21,52
BE231,2024-W22,53
BE231,2024-W23,59
BE231,2024-W24,59
BE231,2024-W25,65
BE231,2024-W26,68
BE231,2024-W27,52
BE231,2024-W28,50
BE231,2024-W29,60
BE231,2024-W30,60
BE231,2024-W31,64
BE231,2024-W32,48
BE231,2024-W33,44
BE231,2024-W34,48
BE231,2024-W35,48
BE231,2024-W36,53
BE231,2024-W37,52
BE231,2024-W38,47
BE231,2024-W39,56
BE231,2024-W40,61
BE231,2024-W41,50
BE231,2024-W42,65
BE231,2024-W43,53
BE231,2024-W44,60
BE231,2024-W45,58
BE231,2024-W46,59
BE231,2024-W47,61
BE231,2024-W48,54
BE231,2024-W49,69
BE231,2024-W50,74
BE231,2024-W51,91
BE231,2024-W52,78
BE232,2022-W01,52
BE232,2022-W02,44
BE232,2022-W03,44
BE232,2022-W04,46
BE232,2022-W05,50
BE232,2022-W06,41
BE232,2022-W07,45
BE232,2022-W08,42
BE232,2022-W09,46
BE232,2022-W10,60
BE232,2022-W11,32
BE232,2022-W12,39
BE232,2022-W13,47
BE232,2022-W14,57
BE232,2022-W15,52
BE232,2022-W16,37
BE232,2022-W17,45
BE232,2022-W18,39
BE232,2022-W19,33
BE232,2022-W20,41
BE232,2022-W21,32
BE232,2022-W22,39
BE232,2022-W23,31
BE232,2022-W24,32
BE232,2022-W25,31
BE232,2022-W26,33
BE232,2022-W27,32
BE232,2022-W28,39
BE232,2022-W29,42
BE232,2022-W30,35
BE232,2022-W31,41
BE232,2022-W32,37
BE232,2022-W33,34
BE232,2022-W34,40
BE232,2022-W35,36
BE232,2022-W36,30
BE232,2022-W37,27
BE232,2022-W38,37
BE232,2022-W39,53
BE232,2022-W40,47
BE232,2022-W41,35
BE232,2022-W42,43
BE232,2022-W43,25
BE232,2022-W44,45
BE232,2022-W45,39
BE232,2022-W46,38
BE232,2022-W47,39
BE232,2022-W48,49
BE232,2022-W49,51
BE232,2022-W50,55
BE232,2022-W51,64
BE232,2022-W52,56
BE232,2023-W01,51
BE232,2023-W02,56
BE232,2023-W03,53
BE232,2023-W04,52
BE232,2023-W05,42
BE232,2023-W06,36
BE232,2023-W07,50
BE232,2023-W08,52
BE232,2023-W09,44
BE232,2023-W10,52
BE232,2023-W11,45
BE232,2023-W12,54
BE232,2023-W13,38
BE232,2023-W14,32
BE232,2023-W15,32
BE232,2023-W16,37
BE232,2023-W17,49
BE232,2023-W18,32
BE232,2023-W19,27
BE232,2023-W20,40
BE232,2023-W21,34
BE232,2023-W22,26
BE232,2023-W23,66
BE232,2023-W24,39
BE232,2023-W25,31
BE232,2023-W26,26
BE232,2023-W27,27
BE232,2023-W28,37
BE232,2023-W29,29
BE232,2023-W30,31
BE232,2023-W31,35
BE232,2023-W32,39
BE232,2023-W33,30
BE232,2023-W34,30
BE232,2023-W35,35
BE232,2023-W36,35
BE232,2023-W37,32
BE232,2023-W38,44
BE232,2023-W39,38
BE232,2023-W40,42
BE232,2023-W41,24
BE232,2023-W42,32
BE232,2023-W43,37
BE232,2023-W44,38
BE232,2023-W45,39
BE232,2023-W46,42
BE232,2023-W47,59
BE232,2023-W48,44
BE232,2023-W49,38
BE232,2023-W50,67
BE232,2023-W51,43
BE232,2023-W52,48
BE232,2024-W01,41
BE232,2024-W02,46
BE232,2024-W03,55
BE232,2024-W04,59
BE232,2024-W05,48
BE232,2024-W06,37
BE232,2024-W07,46
BE232,2024-W08,43
BE232,2024-W09,34
BE232,2024-W10,31
BE232,2024-W11,41
BE232,2024-W12,33
BE232,2024-W13,40
BE232,2024-W14,31
BE232,2024-W15,42
BE232,2024-W16,34
BE232,2024-W17,46
BE232,2024-W18,37
BE232,2024-W19,36
BE232,2024-W20,42
BE232,2024-W21,38
BE232,2024-W22,33
BE232,2024-W23,30
BE232,2024-W24,27
BE232,2024-W25,32
BE232,2024-W26,37
BE232,2024-W27,46
BE232,2024-W28,45
BE232,2024-W29,37
BE232,2024-W30,38
BE232,2024-W31,49
BE232,2024-W32,42
BE232,2024-W33,49
BE232,2024-W34,35
BE232,2024-W35,37
BE232,2024-W36,42
BE232,2024-W37,31
BE232,2024-W38,45
BE232,2024-W39,35
BE232,2024-W40,42
BE232,2024-W41,48
BE232,2024-W42,34
BE232,2024-W43,34
BE232,2024-W44,52
BE232,2024-W45,37
BE232,2024-W46,52
BE232,2024-W47,42
BE232,2024-W48,56
BE232,2024-W49,38
BE232,2024-W50,34
BE232,2024-W51,40
BE232,2024-W52,46
BE233,2022-W01,21
BE233,2022-W02,15
BE233,2022-W03,21
BE233,2022-W04,23
BE233,2022-W05,28
BE233,2022-W06,27
BE233,2022-W07,21
BE233,2022-W08,20
BE233,2022-W09,11
BE233,2022-W10,24
BE233,2022-W11,22
BE233,2022-W12,27
BE233,2022-W13,19
BE233,2022-W14,27
BE233,2022-W15,25
BE233,2022-W16,17
BE233,2022-W17,17
BE233,2022-W18,22
BE233,2022-W19,16
BE233,2022-W20,26
BE233,2022-W21,20
BE233,2022-W22,15
BE233,2022-W23,17
BE233,2022-W24,20
BE233,2022-W25,21
BE233,2022-W26,17
BE233,2022-W27,23
BE233,2022-W28,14
BE233,2022-W29,16
BE233,2022-W30,20
BE233,2022-W31,16
BE233,2022-W32,19
BE233,2022-W33,12
BE233,2022-W34,15
BE233,2022-W35,21
BE233,2022-W36,18
BE233,2022-W37,20
BE233,2022-W38,15
BE233,2022-W39,17
BE233,2022-W40,20
BE233,2022-W41,14
BE233,2022-W42,19
BE233,2022-W43,17
BE233,2022-W44,16
BE233,2022-W45,20
BE233,2022-W46,19
BE233,2022-W47,21
BE233,2022-W48,17
BE233,2022-W49,18
BE233,2022-W50,21
BE233,2022-W51,18
BE233,2022-W52,27
BE233,2023-W01,24
BE233,2023-W02,29
BE233,2023-W03,16
BE233,2023-W04,18
BE233,2023-W05,25
BE233,2023-W06,20
BE233,2023-W07,22
BE233,2023-W08,25
BE233,2023-W09,18
BE233,2023-W10,23
BE233,2023-W11,21
BE233,2023-W12,13
BE233,2023-W13,24
BE233,2023-W14,16
BE233,2023-W15,12
BE233,2023-W16,15
BE233,2023-W17,15
BE233,2023-W18,13
BE233,2023-W19,24
BE233,2023-W20,14
BE233,2023-W21,15
BE233,2023-W22,21
BE233,2023-W23,16
BE233,2023-W24,18
BE233,2023-W25,10
BE233,2023-W26,14
BE233,2023-W27,11
BE233,2023-W28,17
BE233,2023-W29,9
BE233,2023-W30,8
BE233,2023-W31,17
BE233,2023-W32,12
BE233,2023-W33,20
BE233,2023-W34,18
BE233,2023-W35,10
BE233,2023-W36,17
BE233,2023-W37,11
BE233,2023-W38,17
BE233,2023-W39,17
BE233,2023-W40,16
BE233,2023-W41,10
BE233,2023-W42,26
BE233,2023-W43,20
BE233,2023-W44,20
BE233,2023-W45,15
BE233,2023-W46,26
BE233,2023-W47,20
BE233,2023-W48,22
BE233,2023-W49,18
BE233,2023-W50,18
BE233,2023-W51,20
BE233,2023-W52,22
BE233,2024-W01,21
BE233,2024-W02,21
BE233,2024-W03,29
BE233,2024-W04,14
BE233,2024-W05,20
BE233,2024-W06,21
BE233,2024-W07,15
BE233,2024-W08,20
BE233,2024-W09,13
BE233,2024-W10,17
BE233,2024-W11,18
BE233,2024-W12,17
BE233,2024-W13,25
BE233,2024-W14,14
BE233,2024-W15,11
BE233,2024-W16,16
BE233,2024-W17,20
BE233,2024-W18,15
BE233,2024-W19,18
BE233,2024-W20,18
BE233,2024-W21,24
BE233,2024-W22,19
BE233,2024-W23,20
BE233,2024-W24,16
BE233,2024-W25,14
BE233,2024-W26,18
BE233,2024-W27,12
BE233,2024-W28,10
BE233,2024-W29,20
BE233,2024-W30,17
BE233,2024-W31,20
BE233,2024-W32,17
BE233,2024-W33,16
BE233,2024-W34,20
BE233,2024-W35,20
BE233,2024-W36,11
BE233,2024-W37,18
BE233,2024-W38,18
BE233,2024-W39,13
BE233,2024-W40,19
BE233,2024-W41,22
BE233,2024-W42,22
BE233,2024-W43,20
BE233,2024-W44,18
BE233,2024-W45,18
BE233,2024-W46,25
BE233,2024-W47,12
BE233,2024-W48,26
BE233,2024-W49,17
BE233,2024-W50,16
BE233,2024-W51,24
BE233,2024-W52,22
BE234,2022-W01,100
BE234,2022-W02,101
BE234,2022-W03,89
BE234,2022-W04,119
BE234,2022-W05,131
BE234,2022-W06,129
BE234,2022-W07,109
BE234,2022-W08,106
BE234,2022-W09,94
BE234,2022-W10,118
BE234,2022-W11,107
BE234,2022-W12,117
BE234,2022-W13,134
BE234,2022-W14,112
BE234,2022-W15,116
BE234,2022-W16,96
BE234,2022-W17,92
BE234,2022-W18,94
BE234,2022-W19,93
BE234,2022-W20,97
BE234,2022-W21,103
BE234,2022-W22,106
BE234,2022-W23,84
BE234,2022-W24,96
BE234,2022-W25,97
BE234,2022-W26,88
BE234,2022-W27,89
BE234,2022-W28,82
BE234,2022-W29,87
BE234,2022-W30,59
BE234,2022-W31,94
BE234,2022-W32,110
BE234,2022-W33,107
BE234,2022-W34,109
BE234,2022-W35,114
BE234,2022-W36,100
BE234,2022-W37,85
BE234,2022-W38,114
BE234,2022-W39,93
BE234,2022-W40,100
BE234,2022-W41,101
BE234,2022-W42,114
BE234,2022-W43,119
BE234,2022-W44,95
BE234,2022-W45,86
BE234,2022-W46,89
BE234,2022-W47,95
BE234,2022-W48,106
BE234,2022-W49,109
BE234,2022-W50,136
BE234,2022-W51,162
BE234,2022-W52,134
BE234,2023-W01,125
BE234,2023-W02,140
BE234,2023-W03,114
BE234,2023-W04,108
BE234,2023-W05,107
BE234,2023-W06,115
BE234,2023-W07,107
BE234,2023-W08,111
BE234,2023-W09,106
BE234,2023-W10,92
BE234,2023-W11,93
BE234,2023-W12,107
BE234,2023-W13,118
BE234,2023-W14,104
BE234,2023-W15,110
BE234,2023-W16,95
BE234,2023-W17,97
BE234,2023-W18,82
BE234,2023-W19,122
BE234,2023-W20,105
BE234,2023-W21,110
BE234,2023-W22,100
BE234,2023-W23,95
BE234,2023-W24,100
BE234,2023-W25,99
BE234,2023-W26,86
BE234,2023-W27,102
BE234,2023-W28,105
BE234,2023-W29,77
BE234,2023-W30,101
BE234,2023-W31,79
BE234,2023-W32,72
BE234,2023-W33,104
BE234,2023-W34,93
BE234,2023-W35,95
BE234,2023-W36,96
BE234,2023-W37,103
BE234,2023-W38,86
BE234,2023-W39,87
BE234,2023-W40,86
BE234,2023-W41,91
BE234,2023-W42,100
BE234,2023-W43,97
BE234,2023-W44,101
BE234,2023-W45,88
BE234,2023-W46,108
BE234,2023-W47,109
BE234,2023-W48,120
BE234,2023-W49,136
BE234,2023-W50,112
BE234,2023-W51,119
BE234,2023-W52,115
BE234,2024-W01,100
BE234,2024-W02,124
BE234,2024-W03,122
BE234,2024-W04,119
BE234,2024-W05,124
BE234,2024-W06,112
BE234,2024-W07,100
BE234,2024-W08,100
BE234,2024-W09,115
BE234,2024-W10,102
BE234,2024-W11,102
BE234,2024-W12,103
BE234,2024-W13,89
BE234,2024-W14,99
BE234,2024-W15,93
BE234,2024-W16,109
BE234,2024-W17,106
BE234,2024-W18,106
BE234,2024-W19,83
BE234,2024-W20,78
BE234,2024-W21,88
BE234,2024-W22,65
BE234,2024-W23,86
BE234,2024-W24,109
BE234,2024-W25,108
BE234,2024-W26,98
BE234,2024-W27,86
BE234,2024-W28,91
BE234,2024-W29,83
BE234,2024-W30,98
BE234,2024-W31,104
BE234,2024-W32,98
BE234,2024-W33,95
BE234,2024-W34,88
BE234,2024-W35,96
BE234,2024-W36,83
BE234,2024-W37,80
BE234,2024-W38,98
BE234,2024-W39,90
BE234,2024-W40,96
BE234,2024-W41,92
BE234,2024-W42,110
BE234,2024-W43,97
BE234,2024-W44,96
BE234,2024-W45,105
BE234,2024-W46,95
BE234,2024-W47,94
BE234,2024-W48,101
BE234,2024-W49,107
BE234,2024-W50,120
BE234,2024-W51,107
BE234,2024-W52,99
BE235,2022-W01,27
BE235,2022-W02,20
BE235,2022-W03,29
BE235,2022-W04,28
BE235,2022-W05,36
BE235,2022-W06,21
BE235,2022-W07,29
BE235,2022-W08,29
BE235,2022-W09,23
BE235,2022-W10,25
BE235,2022-W11,24
BE235,2022-W12,27
BE235,2022-W13,33
BE235,2022-W14,25
BE235,2022-W15,32
BE235,2022-W16,37
BE235,2022-W17,20
BE235,2022-W18,24
BE235,2022-W19,20
BE235,2022-W20,20
BE235,2022-W21,24
BE235,2022-W22,27
BE235,2022-W23,30
BE235,2022-W24,29
BE235,2022-W25,22
BE235,2022-W26,14
BE235,2022-W27,22
BE235,2022-W28,32
BE235,2022-W29,17
BE235,2022-W30,18
BE235,2022-W31,16
BE235,2022-W32,27
BE235,2022-W33,21
BE235,2022-W34,20
BE235,2022-W35,19
BE235,2022-W36,18
BE235,2022-W37,20
BE235,2022-W38,23
BE235,2022-W39,22
BE235,2022-W40,26
BE235,2022-W41,29
BE235,2022-W42,31
BE235,2022-W43,18
BE235,2022-W44,23
BE235,2022-W45,20
BE235,2022-W46,30
BE235,2022-W47,13
BE235,2022-W48,22
BE235,2022-W49,25
BE235,2022-W50,33
BE235,2022-W51,33
BE235,2022-W52,38
BE235,2023-W01,38
BE235,2023-W02,30
BE235,2023-W03,29
BE235,2023-W04,30
BE235,2023-W05,42
BE235,2023-W06,19
BE235,2023-W07,22
BE235,2023-W08,21
BE235,2023-W09,28
BE235,2023-W10,27
BE235,2023-W11,31
BE235,2023-W12,25
BE235,2023-W13,26
BE235,2023-W14,22
BE235,2023-W15,16
BE235,2023-W16,28
BE235,2023-W17,24
BE235,2023-W18,19
BE235,2023-W19,29
BE235,2023-W20,25
BE235,2023-W21,28
BE235,2023-W22,16
BE235,2023-W23,26
BE235,2023-W24,24
BE235,2023-W25,31
BE235,2023-W26,22
BE235,2023-W27,15
BE235,2023-W28,19
BE235,2023-W29,15
BE235,2023-W30,22
BE235,2023-W31,23
BE235,2023-W32,25
BE235,2023-W33,9
BE235,2023-W34,24
BE235,2023-W35,19
BE235,2023-W36,22
BE235,2023-W37,17
BE235,2023-W38,23
BE235,2023-W39,19
BE235,2023-W40,21
BE235,2023-W41,19
BE235,2023-W42,23
BE235,2023-W43,26
BE235,2023-W44,20
BE235,2023-W45,29
BE235,2023-W46,24
BE235,2023-W47,30
BE235,2023-W48,27
BE235,2023-W49,30
BE235,2023-W50,27
BE235,2023-W51,27
BE235,2023-W52,20
BE235,2024-W01,30
BE235,2024-W02,22
BE235,2024-W03,25
BE235,2024-W04,35
BE235,2024-W05,37
BE235,2024-W06,39
BE235,2024-W07,22
BE235,2024-W08,39
BE235,2024-W09,32
BE235,2024-W10,36
BE235,2024-W11,29
BE235,2024-W12,37
BE235,2024-W13,29
BE235,2024-W14,21
BE235,2024-W15,21
BE235,2024-W16,27
BE235,2024-W17,30
BE235,2024-W18,19
BE235,2024-W19,20
BE235,2024-W20,21
BE235,2024-W21,30
BE235,2024-W22,15
BE235,2024-W23,22
BE235,2024-W24,30
BE235,2024-W25,21
BE235,2024-W26,21
BE235,2024-W27,26
BE235,2024-W28,30
BE235,2024-W29,25
BE235,2024-W30,17
BE235,2024-W31,20
BE235,2024-W32,18
BE235,2024-W33,21
BE235,2024-W34,22
BE235,2024-W35,18
BE235,2024-W36,13
BE235,2024-W37,23
BE235,2024-W38,21
BE235,2024-W39,26
BE235,2024-W40,35
BE235,2024-W41,26
BE235,2024-W42,23
BE235,2024-W43,23
BE235,2024-W44,30
BE235,2024-W45,20
BE235,2024-W46,22
BE235,2024-W47,22
BE235,2024-W48,28
BE235,2024-W49,40
BE235,2024-W50,27
BE235,2024-W51,23
BE235,2024-W52,30
BE236,2022-W01,50
BE236,2022-W02,42
BE236,2022-W03,53
BE236,2022-W04,58
BE236,2022-W05,51
BE236,2022-W06,52
BE236,2022-W07,50
BE236,2022-W08,35
BE236,2022-W09,45
BE236,2022-W10,58
BE236,2022-W11,41
BE236,2022-W12,45
BE236,2022-W13,50
BE236,2022-W14,55
BE236,2022-W15,58
BE236,2022-W16,53
BE236,2022-W17,49
BE236,2022-W18,59
BE236,2022-W19,43
BE236,2022-W20,48
BE236,2022-W21,40
BE236,2022-W22,35
BE236,2022-W23,49
BE236,2022-W24,51
BE236,2022-W25,34
BE236,2022-W26,45
BE236,2022-W27,45
BE236,2022-W28,48
BE236,2022-W29,46
BE236,2022-W30,47
BE236,2022-W31,48
BE236,2022-W32,34
BE236,2022-W33,52
BE236,2022-W34,49
BE236,2022-W35,47
BE236,2022-W36,43
BE236,2022-W37,36
BE236,2022-W38,26
BE236,2022-W39,44
BE236,2022-W40,45
BE236,2022-W41,38
BE236,2022-W42,41
BE236,2022-W43,54
BE236,2022-W44,51
BE236,2022-W45,54
BE236,2022-W46,48
BE236,2022-W47,44
BE236,2022-W48,56
BE236,2022-W49,52
BE236,2022-W50,62
BE236,2022-W51,75
BE236,2022-W52,52
BE236,2023-W01,59
BE236,2023-W02,53
BE236,2023-W03,48
BE236,2023-W04,56
BE236,2023-W05,39
BE236,2023-W06,76
BE236,2023-W07,61
BE236,2023-W08,55
BE236,2023-W09,48
BE236,2023-W10,61
BE236,2023-W11,40
BE236,2023-W12,52
BE236,2023-W13,37
BE236,2023-W14,44
BE236,2023-W15,49
BE236,2023-W16,31
BE236,2023-W17,44
BE236,2023-W18,35
BE236,2023-W19,34
BE236,2023-W20,40
BE236,2023-W21,30
BE236,2023-W22,36
BE236,2023-W23,37
BE236,2023-W24,64
BE236,2023-W25,47
BE236,2023-W26,37
BE236,2023-W27,65
BE236,2023-W28,42
BE236,2023-W29,35
BE236,2023-W30,40
BE236,2023-W31,40
BE236,2023-W32,38
BE236,2023-W33,48
BE236,2023-W34,41
BE236,2023-W35,28
BE236,2023-W36,50
BE236,2023-W37,41
BE236,2023-W38,48
BE236,2023-W39,41
BE236,2023-W40,42
BE236,2023-W41,40
BE236,2023-W42,51
BE236,2023-W43,45
BE236,2023-W44,52
BE236,2023-W45,39
BE236,2023-W46,39
BE236,2023-W47,48
BE236,2023-W48,49
BE236,2023-W49,66
BE236,2023-W50,41
BE236,2023-W51,62
BE236,2023-W52,53
BE236,2024-W01,59
BE236,2024-W02,48
BE236,2024-W03,59
BE236,2024-W04,70
BE236,2024-W05,48
BE236,2024-W06,51
BE236,2024-W07,55
BE236,2024-W08,52
BE236,2024-W09,49
BE236,2024-W10,52
BE236,2024-W11,45
BE236,2024-W12,49
BE236,2024-W13,66
BE236,2024-W14,43
BE236,2024-W15,46
BE236,2024-W16,38
BE236,2024-W17,48
BE236,2024-W18,49
BE236,2024-W19,51
BE236,2024-W20,46
BE236,2024-W21,36
BE236,2024-W22,27
BE236,2024-W23,41
BE236,2024-W24,47
BE236,2024-W25,41
BE236,2024-W26,44
BE236,2024-W27,34
BE236,2024-W28,51
BE236,2024-W29,41
BE236,2024-W30,43
BE236,2024-W31,36
BE236,2024-W32,34
BE236,2024-W33,42
BE236,2024-W34,29
BE236,2024-W35,55
BE236,2024-W36,41
BE236,2024-W37,42
BE236,2024-W38,48
BE236,2024-W39,34
BE236,2024-W40,57
BE236,2024-W41,49
BE236,2024-W42,41
BE236,2024-W43,52
BE236,2024-W44,45
BE236,2024-W45,47
BE236,2024-W46,58
BE236,2024-W47,64
BE236,2024-W48,50
BE236,2024-W49,38
BE236,2024-W50,58
BE236,2024-W51,48
BE236,2024-W52,51
BE241,2022-W01,124
BE241,2022-W02,131
BE241,2022-W03,135
BE241,2022-W04,131
BE241,2022-W05,122
BE241,2022-W06,129
BE241,2022-W07,128
BE241,2022-W08,109
BE241,2022-W09,117
BE241,2022-W10,137
BE241,2022-W11,122
BE241,2022-W12,130
BE241,2022-W13,120
BE241,2022-W14,155
BE241,2022-W15,117
BE241,2022-W16,119
BE241,2022-W17,113
BE241,2022-W18,98
BE241,2022-W19,126
BE241,2022-W20,108
BE241,2022-W21,91
BE241,2022-W22,112
BE241,2022-W23,102
BE241,2022-W24,113
BE241,2022-W25,105
BE241,2022-W26,83
BE241,2022-W27,103
BE241,2022-W28,88
BE241,2022-W29,116
BE241,2022-W30,86
BE241,2022-W31,101
BE241,2022-W32,105
BE241,2022-W33,108
BE241,2022-W34,101
BE241,2022-W35,96
BE241,2022-W36,105
BE241,2022-W37,103
BE241,2022-W38,112
BE241,2022-W39,96
BE241,2022-W40,108
BE241,2022-W41,114
BE241,2022-W42,120
BE241,2022-W43,100
BE241,2022-W44,102
BE241,2022-W45,95
BE241,2022-W46,96
BE241,2022-W47,104
BE241,2022-W48,113
BE241,2022-W49,140
BE241,2022-W50,152
BE241,2022-W51,155
BE241,2022-W52,148
BE241,2023-W01,140
