location,week,mort
BE241,2023-W02,119
BE241,2023-W03,114
BE241,2023-W04,125
BE241,2023-W05,126
BE241,2023-W06,119
BE241,2023-W07,127
BE241,2023-W08,113
BE241,2023-W09,120
BE241,2023-W10,118
BE241,2023-W11,131
BE241,2023-W12,102
BE241,2023-W13,107
BE241,2023-W14,110
BE241,2023-W15,88
BE241,2023-W16,98
BE241,2023-W17,97
BE241,2023-W18,110
BE241,2023-W19,107
BE241,2023-W20,98
BE241,2023-W21,115
BE241,2023-W22,97
BE241,2023-W23,110
BE241,2023-W24,114
BE241,2023-W25,106
BE241,2023-W26,97
BE241,2023-W27,106
BE241,2023-W28,94
BE241,2023-W29,94
BE241,2023-W30,87
BE241,2023-W31,91
BE241,2023-W32,84
BE241,2023-W33,109
BE241,2023-W34,110
BE241,2023-W35,121
BE241,2023-W36,108
BE241,2023-W37,99
BE241,2023-W38,115
BE241,2023-W39,107
BE241,2023-W40,111
BE241,2023-W41,108
BE241,2023-W42,109
BE241,2023-W43,118
BE241,2023-W44,102
BE241,2023-W45,118
BE241,2023-W46,109
BE241,2023-W47,92
BE241,2023-W48,112
BE241,2023-W49,127
BE241,2023-W50,119
BE241,2023-W51,119
BE241,2023-W52,120
BE241,2024-W01,118
BE241,2024-W02,132
BE241,2024-W03,140
BE241,2024-W04,132
BE241,2024-W05,128
BE241,2024-W06,140
BE241,2024-W07,118
BE241,2024-W08,122
BE241,2024-W09,103
BE241,2024-W10,109
BE241,2024-W11,104
BE241,2024-W12,99
BE241,2024-W13,115
BE241,2024-W14,109
BE241,2024-W15,99
BE241,2024-W16,120
BE241,2024-W17,110
BE241,2024-W18,107
BE241,2024-W19,107
BE241,2024-W20,89
BE241,2024-W21,77
BE241,2024-W22,97
BE241,2024-W23,112
BE241,2024-W24,104
BE241,2024-W25,116
BE241,2024-W26,108
BE241,2024-W27,84
BE241,2024-W28,88
BE241,2024-W29,77
BE241,2024-W30,91
BE241,2024-W31,87
BE241,2024-W32,97
BE241,2024-W33,78
BE241,2024-W34,111
BE241,2024-W35,100
BE241,2024-W36,104
BE241,2024-W37,92
BE241,2024-W38,106
BE241,2024-W39,108
BE241,2024-W40,100
BE241,2024-W41,116
BE241,2024-W42,116
BE241,2024-W43,120
BE241,2024-W44,114
BE241,2024-W45,110
BE241,2024-W46,98
BE241,2024-W47,87
BE241,2024-W48,122
BE241,2024-W49,140
BE241,2024-W50,99
BE241,2024-W51,144
BE241,2024-W52,137
BE242,2022-W01,100
BE242,2022-W02,92
BE242,2022-W03,98
BE242,2022-W04,108
BE242,2022-W05,125
BE242,2022-W06,106
BE242,2022-W07,114
BE242,2022-W08,93
BE242,2022-W09,95
BE242,2022-W10,91
BE242,2022-W11,95
BE242,2022-W12,124
BE242,2022-W13,139
BE242,2022-W14,129
BE242,2022-W15,111
BE242,2022-W16,97
BE242,2022-W17,103
BE242,2022-W18,102
BE242,2022-W19,94
BE242,2022-W20,97
BE242,2022-W21,89
BE242,2022-W22,83
BE242,2022-W23,101
BE242,2022-W24,99
BE242,2022-W25,85
BE242,2022-W26,89
BE242,2022-W27,99
BE242,2022-W28,93
BE242,2022-W29,80
BE242,2022-W30,80
BE242,2022-W31,88
BE242,2022-W32,106
BE242,2022-W33,93
BE242,2022-W34,78
BE242,2022-W35,89
BE242,2022-W36,89
BE242,2022-W37,90
BE242,2022-W38,97
BE242,2022-W39,82
BE242,2022-W40,111
BE242,2022-W41,95
BE242,2022-W42,99
BE242,2022-W43,88
BE242,2022-W44,81
BE242,2022-W45,76
BE242,2022-W46,86
BE242,2022-W47,105
BE242,2022-W48,95
BE242,2022-W49,121
BE242,2022-W50,122
BE242,2022-W51,124
BE242,2022-W52,119
BE242,2023-W01,112
BE242,2023-W02,110
BE242,2023-W03,84
BE242,2023-W04,125
BE242,2023-W05,103
BE242,2023-W06,105
BE242,2023-W07,118
BE242,2023-W08,98
BE242,2023-W09,111
BE242,2023-W10,100
BE242,2023-W11,119
BE242,2023-W12,107
BE242,2023-W13,106
BE242,2023-W14,86
BE242,2023-W15,87
BE242,2023-W16,84
BE242,2023-W17,94
BE242,2023-W18,92
BE242,2023-W19,91
BE242,2023-W20,91
BE242,2023-W21,74
BE242,2023-W22,87
BE242,2023-W23,93
BE242,2023-W24,86
BE242,2023-W25,84
BE242,2023-W26,75
BE242,2023-W27,90
BE242,2023-W28,77
BE242,2023-W29,79
BE242,2023-W30,85
BE242,2023-W31,87
BE242,2023-W32,91
BE242,2023-W33,81
BE242,2023-W34,88
BE242,2023-W35,79
BE242,2023-W36,85
BE242,2023-W37,103
BE242,2023-W38,77
BE242,2023-W39,73
BE242,2023-W40,75
BE242,2023-W41,83
BE242,2023-W42,89
BE242,2023-W43,107
BE242,2023-W44,76
BE242,2023-W45,83
BE242,2023-W46,111
BE242,2023-W47,93
BE242,2023-W48,90
BE242,2023-W49,100
BE242,2023-W50,104
BE242,2023-W51,104
BE242,2023-W52,114
BE242,2024-W01,98
BE242,2024-W02,114
BE242,2024-W03,117
BE242,2024-W04,106
BE242,2024-W05,103
BE242,2024-W06,101
BE242,2024-W07,123
BE242,2024-W08,100
BE242,2024-W09,101
BE242,2024-W10,105
BE242,2024-W11,97
BE242,2024-W12,89
BE242,2024-W13,89
BE242,2024-W14,101
BE242,2024-W15,80
BE242,2024-W16,119
BE242,2024-W17,109
BE242,2024-W18,107
BE242,2024-W19,98
BE242,2024-W20,107
BE242,2024-W21,89
BE242,2024-W22,86
BE242,2024-W23,88
BE242,2024-W24,103
BE242,2024-W25,84
BE242,2024-W26,93
BE242,2024-W27,70
BE242,2024-W28,75
BE242,2024-W29,85
BE242,2024-W30,83
BE242,2024-W31,72
BE242,2024-W32,99
BE242,2024-W33,96
BE242,2024-W34,111
BE242,2024-W35,71
BE242,2024-W36,84
BE242,2024-W37,79
BE242,2024-W38,88
BE242,2024-W39,97
BE242,2024-W40,93
BE242,2024-W41,101
BE242,2024-W42,86
BE242,2024-W43,109
BE242,2024-W44,69
BE242,2024-W45,87
BE242,2024-W46,102
BE242,2024-W47,76
BE242,2024-W48,90
BE242,2024-W49,93
BE242,2024-W50,114
BE242,2024-W51,92
BE242,2024-W52,100
BE254,2022-W01,57
BE254,2022-W02,76
BE254,2022-W03,57
BE254,2022-W04,72
BE254,2022-W05,81
BE254,2022-W06,68
BE254,2022-W07,63
BE254,2022-W08,67
BE254,2022-W09,70
BE254,2022-W10,82
BE254,2022-W11,57
BE254,2022-W12,65
BE254,2022-W13,70
BE254,2022-W14,70
BE254,2022-W15,77
BE254,2022-W16,69
BE254,2022-W17,64
BE254,2022-W18,60
BE254,2022-W19,54
BE254,2022-W20,58
BE254,2022-W21,58
BE254,2022-W22,48
BE254,2022-W23,37
BE254,2022-W24,58
BE254,2022-W25,54
BE254,2022-W26,57
BE254,2022-W27,49
BE254,2022-W28,58
BE254,2022-W29,57
BE254,2022-W30,47
BE254,2022-W31,58
BE254,2022-W32,37
BE254,2022-W33,60
BE254,2022-W34,45
BE254,2022-W35,46
BE254,2022-W36,50
BE254,2022-W37,52
BE254,2022-W38,31
BE254,2022-W39,41
BE254,2022-W40,68
BE254,2022-W41,58
BE254,2022-W42,64
BE254,2022-W43,60
BE254,2022-W44,45
BE254,2022-W45,51
BE254,2022-W46,70
BE254,2022-W47,50
BE254,2022-W48,73
BE254,2022-W49,71
BE254,2022-W50,64
BE254,2022-W51,66
BE254,2022-W52,68
BE254,2023-W01,77
BE254,2023-W02,78
BE254,2023-W03,62
BE254,2023-W04,70
BE254,2023-W05,59
BE254,2023-W06,65
BE254,2023-W07,78
BE254,2023-W08,60
BE254,2023-W09,62
BE254,2023-W10,63
BE254,2023-W11,79
BE254,2023-W12,61
BE254,2023-W13,73
BE254,2023-W14,64
BE254,2023-W15,46
BE254,2023-W16,71
BE254,2023-W17,53
BE254,2023-W18,51
BE254,2023-W19,61
BE254,2023-W20,54
BE254,2023-W21,47
BE254,2023-W22,60
BE254,2023-W23,53
BE254,2023-W24,53
BE254,2023-W25,56
BE254,2023-W26,48
BE254,2023-W27,55
BE254,2023-W28,56
BE254,2023-W29,58
BE254,2023-W30,51
BE254,2023-W31,55
BE254,2023-W32,48
BE254,2023-W33,46
BE254,2023-W34,55
BE254,2023-W35,46
BE254,2023-W36,45
BE254,2023-W37,46
BE254,2023-W38,35
BE254,2023-W39,61
BE254,2023-W40,52
BE254,2023-W41,44
BE254,2023-W42,55
BE254,2023-W43,58
BE254,2023-W44,51
BE254,2023-W45,65
BE254,2023-W46,50
BE254,2023-W47,56
BE254,2023-W48,59
BE254,2023-W49,53
BE254,2023-W50,55
BE254,2023-W51,70
BE254,2023-W52,57
BE254,2024-W01,72
BE254,2024-W02,67
BE254,2024-W03,76
BE254,2024-W04,72
BE254,2024-W05,77
BE254,2024-W06,67
BE254,2024-W07,53
BE254,2024-W08,54
BE254,2024-W09,66
BE254,2024-W10,64
BE254,2024-W11,49
BE254,2024-W12,52
BE254,2024-W13,59
BE254,2024-W14,62
BE254,2024-W15,57
BE254,2024-W16,48
BE254,2024-W17,57
BE254,2024-W18,57
BE254,2024-W19,31
BE254,2024-W20,55
BE254,2024-W21,62
BE254,2024-W22,60
BE254,2024-W23,53
BE254,2024-W24,63
BE254,2024-W25,52
BE254,2024-W26,78
BE254,2024-W27,55
BE254,2024-W28,50
BE254,2024-W29,55
BE254,2024-W30,62
BE254,2024-W31,54
BE254,2024-W32,61
BE254,2024-W33,64
BE254,2024-W34,54
BE254,2024-W35,47
BE254,2024-W36,50
BE254,2024-W37,54
BE254,2024-W38,67
BE254,2024-W39,48
BE254,2024-W40,55
BE254,2024-W41,52
BE254,2024-W42,55
BE254,2024-W43,62
BE254,2024-W44,51
BE254,2024-W45,60
BE254,2024-W46,40
BE254,2024-W47,72
BE254,2024-W48,49
BE254,2024-W49,69
BE254,2024-W50,64
BE254,2024-W51,66
BE254,2024-W52,77
BE310,2022-W01,64
BE310,2022-W02,88
BE310,2022-W03,96
BE310,2022-W04,72
BE310,2022-W05,84
BE310,2022-W06,83
BE310,2022-W07,84
BE310,2022-W08,81
BE310,2022-W09,80
BE310,2022-W10,79
BE310,2022-W11,90
BE310,2022-W12,75
BE310,2022-W13,65
BE310,2022-W14,84
BE310,2022-W15,93
BE310,2022-W16,92
BE310,2022-W17,76
BE310,2022-W18,84
BE310,2022-W19,54
BE310,2022-W20,60
BE310,2022-W21,57
BE310,2022-W22,53
BE310,2022-W23,66
BE310,2022-W24,72
BE310,2022-W25,72
BE310,2022-W26,79
BE310,2022-W27,66
BE310,2022-W28,70
BE310,2022-W29,71
BE310,2022-W30,79
BE310,2022-W31,76
BE310,2022-W32,67
BE310,2022-W33,62
BE310,2022-W34,70
BE310,2022-W35,70
BE310,2022-W36,47
BE310,2022-W37,57
BE310,2022-W38,85
BE310,2022-W39,66
BE310,2022-W40,66
BE310,2022-W41,76
BE310,2022-W42,72
BE310,2022-W43,73
BE310,2022-W44,62
BE310,2022-W45,74
BE310,2022-W46,70
BE310,2022-W47,65
BE310,2022-W48,70
BE310,2022-W49,93
BE310,2022-W50,80
BE310,2022-W51,109
BE310,2022-W52,81
BE310,2023-W01,87
BE310,2023-W02,77
BE310,2023-W03,75
BE310,2023-W04,66
BE310,2023-W05,77
BE310,2023-W06,84
BE310,2023-W07,78
BE310,2023-W08,74
BE310,2023-W09,71
BE310,2023-W10,94
BE310,2023-W11,77
BE310,2023-W12,68
BE310,2023-W13,69
BE310,2023-W14,61
BE310,2023-W15,62
BE310,2023-W16,60
BE310,2023-W17,61
BE310,2023-W18,56
BE310,2023-W19,75
BE310,2023-W20,69
BE310,2023-W21,66
BE310,2023-W22,63
BE310,2023-W23,78
BE310,2023-W24,71
BE310,2023-W25,50
BE310,2023-W26,70
BE310,2023-W27,63
BE310,2023-W28,73
BE310,2023-W29,41
BE310,2023-W30,63
BE310,2023-W31,70
BE310,2023-W32,69
BE310,2023-W33,59
BE310,2023-W34,66
BE310,2023-W35,57
BE310,2023-W36,73
BE310,2023-W37,67
BE310,2023-W38,57
BE310,2023-W39,58
BE310,2023-W40,58
BE310,2023-W41,72
BE310,2023-W42,82
BE310,2023-W43,80
BE310,2023-W44,75
BE310,2023-W45,66
BE310,2023-W46,84
BE310,2023-W47,80
BE310,2023-W48,102
BE310,2023-W49,75
BE310,2023-W50,86
BE310,2023-W51,88
BE310,2023-W52,82
BE310,2024-W01,82
BE310,2024-W02,97
BE310,2024-W03,95
BE310,2024-W04,77
BE310,2024-W05,89
BE310,2024-W06,79
BE310,2024-W07,73
BE310,2024-W08,69
BE310,2024-W09,68
BE310,2024-W10,77
BE310,2024-W11,81
BE310,2024-W12,82
BE310,2024-W13,67
BE310,2024-W14,65
BE310,2024-W15,66
BE310,2024-W16,67
BE310,2024-W17,81
BE310,2024-W18,62
BE310,2024-W19,51
BE310,2024-W20,64
BE310,2024-W21,65
BE310,2024-W22,58
BE310,2024-W23,70
BE310,2024-W24,73
BE310,2024-W25,79
BE310,2024-W26,84
BE310,2024-W27,61
BE310,2024-W28,56
BE310,2024-W29,70
BE310,2024-W30,69
BE310,2024-W31,86
BE310,2024-W32,74
BE310,2024-W33,90
BE310,2024-W34,66
BE310,2024-W35,59
BE310,2024-W36,58
BE310,2024-W37,80
BE310,2024-W38,79
BE310,2024-W39,62
BE310,2024-W40,72
BE310,2024-W41,64
BE310,2024-W42,71
BE310,2024-W43,59
BE310,2024-W44,52
BE310,2024-W45,65
BE310,2024-W46,55
BE310,2024-W47,90
BE310,2024-W48,93
BE310,2024-W49,71
BE310,2024-W50,83
BE310,2024-W51,89
BE310,2024-W52,79
BE323,2022-W01,53
BE323,2022-W02,64
BE323,2022-W03,66
BE323,2022-W04,58
BE323,2022-W05,60
BE323,2022-W06,62
BE323,2022-W07,63
BE323,2022-W08,47
BE323,2022-W09,64
BE323,2022-W10,58
BE323,2022-W11,62
BE323,2022-W12,51
BE323,2022-W13,67
BE323,2022-W14,70
BE323,2022-W15,47
BE323,2022-W16,58
BE323,2022-W17,48
BE323,2022-W18,65
BE323,2022-W19,60
BE323,2022-W20,58
BE323,2022-W21,25
BE323,2022-W22,56
BE323,2022-W23,50
BE323,2022-W24,65
BE323,2022-W25,54
BE323,2022-W26,45
BE323,2022-W27,39
BE323,2022-W28,67
BE323,2022-W29,63
BE323,2022-W30,51
BE323,2022-W31,58
BE323,2022-W32,64
BE323,2022-W33,65
BE323,2022-W34,52
BE323,2022-W35,35
BE323,2022-W36,47
BE323,2022-W37,46
BE323,2022-W38,49
BE323,2022-W39,58
BE323,2022-W40,59
BE323,2022-W41,64
BE323,2022-W42,43
BE323,2022-W43,54
BE323,2022-W44,44
BE323,2022-W45,55
BE323,2022-W46,59
BE323,2022-W47,51
BE323,2022-W48,57
BE323,2022-W49,57
BE323,2022-W50,46
BE323,2022-W51,71
BE323,2022-W52,69
BE323,2023-W01,86
BE323,2023-W02,61
BE323,2023-W03,56
BE323,2023-W04,45
BE323,2023-W05,70
BE323,2023-W06,52
BE323,2023-W07,60
BE323,2023-W08,69
BE323,2023-W09,65
BE323,2023-W10,63
BE323,2023-W11,64
BE323,2023-W12,58
BE323,2023-W13,55
BE323,2023-W14,66
BE323,2023-W15,48
BE323,2023-W16,43
BE323,2023-W17,48
BE323,2023-W18,50
BE323,2023-W19,51
BE323,2023-W20,50
BE323,2023-W21,56
BE323,2023-W22,58
BE323,2023-W23,60
BE323,2023-W24,50
BE323,2023-W25,50
BE323,2023-W26,38
BE323,2023-W27,49
BE323,2023-W28,57
BE323,2023-W29,40
BE323,2023-W30,59
BE323,2023-W31,49
BE323,2023-W32,44
BE323,2023-W33,54
BE323,2023-W34,45
BE323,2023-W35,40
BE323,2023-W36,57
BE323,2023-W37,39
BE323,2023-W38,43
BE323,2023-W39,45
BE323,2023-W40,53
BE323,2023-W41,52
BE323,2023-W42,69
BE323,2023-W43,51
BE323,2023-W44,52
BE323,2023-W45,59
BE323,2023-W46,47
BE323,2023-W47,57
BE323,2023-W48,43
BE323,2023-W49,70
BE323,2023-W50,73
BE323,2023-W51,63
BE323,2023-W52,76
BE323,2024-W01,55
BE323,2024-W02,61
BE323,2024-W03,80
BE323,2024-W04,60
BE323,2024-W05,80
BE323,2024-W06,55
BE323,2024-W07,55
BE323,2024-W08,64
BE323,2024-W09,62
BE323,2024-W10,70
BE323,2024-W11,56
BE323,2024-W12,51
BE323,2024-W13,65
BE323,2024-W14,55
BE323,2024-W15,51
BE323,2024-W16,42
BE323,2024-W17,50
BE323,2024-W18,63
BE323,2024-W19,41
BE323,2024-W20,60
BE323,2024-W21,39
BE323,2024-W22,49
BE323,2024-W23,56
BE323,2024-W24,54
BE323,2024-W25,50
BE323,2024-W26,46
BE323,2024-W27,57
BE323,2024-W28,60
BE323,2024-W29,40
BE323,2024-W30,50
BE323,2024-W31,49
BE323,2024-W32,51
BE323,2024-W33,45
BE323,2024-W34,44
BE323,2024-W35,58
BE323,2024-W36,42
BE323,2024-W37,49
BE323,2024-W38,49
BE323,2024-W39,39
BE323,2024-W40,53
BE323,2024-W41,54
BE323,2024-W42,60
BE323,2024-W43,53
BE323,2024-W44,48
BE323,2024-W45,49
BE323,2024-W46,60
BE323,2024-W47,59
BE323,2024-W48,46
BE323,2024-W49,68
BE323,2024-W50,47
BE323,2024-W51,57
BE323,2024-W52,52
BE328,2022-W01,63
BE328,2022-W02,48
BE328,2022-W03,50
BE328,2022-W04,57
BE328,2022-W05,52
BE328,2022-W06,70
BE328,2022-W07,52
BE328,2022-W08,67
BE328,2022-W09,46
BE328,2022-W10,53
BE328,2022-W11,41
BE328,2022-W12,58
BE328,2022-W13,56
BE328,2022-W14,71
BE328,2022-W15,56
BE328,2022-W16,55
BE328,2022-W17,42
BE328,2022-W18,55
BE328,2022-W19,47
BE328,2022-W20,46
BE328,2022-W21,44
BE328,2022-W22,37
BE328,2022-W23,41
BE328,2022-W24,50
BE328,2022-W25,55
BE328,2022-W26,51
BE328,2022-W27,41
BE328,2022-W28,60
BE328,2022-W29,47
BE328,2022-W30,30
BE328,2022-W31,48
BE328,2022-W32,51
BE328,2022-W33,45
BE328,2022-W34,47
BE328,2022-W35,36
BE328,2022-W36,53
BE328,2022-W37,43
BE328,2022-W38,49
BE328,2022-W39,49
BE328,2022-W40,52
BE328,2022-W41,53
BE328,2022-W42,57
BE328,2022-W43,51
BE328,2022-W44,38
BE328,2022-W45,48
BE328,2022-W46,39
BE328,2022-W47,56
BE328,2022-W48,49
BE328,2022-W49,68
BE328,2022-W50,58
BE328,2022-W51,66
BE328,2022-W52,62
BE328,2023-W01,68
BE328,2023-W02,58
BE328,2023-W03,59
BE328,2023-W04,56
BE328,2023-W05,53
BE328,2023-W06,54
BE328,2023-W07,45
BE328,2023-W08,49
BE328,2023-W09,35
BE328,2023-W10,64
BE328,2023-W11,45
BE328,2023-W12,46
BE328,2023-W13,52
BE328,2023-W14,67
BE328,2023-W15,48
BE328,2023-W16,52
BE328,2023-W17,45
BE328,2023-W18,53
BE328,2023-W19,55
BE328,2023-W20,48
BE328,2023-W21,41
BE328,2023-W22,52
BE328,2023-W23,45
BE328,2023-W24,46
BE328,2023-W25,43
BE328,2023-W26,47
BE328,2023-W27,48
BE328,2023-W28,42
BE328,2023-W29,41
BE328,2023-W30,47
BE328,2023-W31,38
BE328,2023-W32,50
BE328,2023-W33,34
BE328,2023-W34,39
BE328,2023-W35,26
BE328,2023-W36,55
BE328,2023-W37,45
BE328,2023-W38,40
BE328,2023-W39,40
BE328,2023-W40,39
BE328,2023-W41,53
BE328,2023-W42,46
BE328,2023-W43,51
BE328,2023-W44,49
BE328,2023-W45,49
BE328,2023-W46,61
BE328,2023-W47,49
BE328,2023-W48,52
BE328,2023-W49,55
BE328,2023-W50,43
BE328,2023-W51,52
BE328,2023-W52,56
BE328,2024-W01,65
BE328,2024-W02,65
BE328,2024-W03,50
BE328,2024-W04,68
BE328,2024-W05,61
BE328,2024-W06,57
BE328,2024-W07,64
BE328,2024-W08,52
BE328,2024-W09,54
BE328,2024-W10,33
BE328,2024-W11,43
BE328,2024-W12,50
BE328,2024-W13,41
BE328,2024-W14,43
BE328,2024-W15,55
BE328,2024-W16,49
BE328,2024-W17,53
BE328,2024-W18,43
BE328,2024-W19,36
BE328,2024-W20,44
BE328,2024-W21,33
BE328,2024-W22,36
BE328,2024-W23,43
BE328,2024-W24,39
BE328,2024-W25,52
BE328,2024-W26,56
BE328,2024-W27,53
BE328,2024-W28,42
BE328,2024-W29,54
BE328,2024-W30,42
BE328,2024-W31,52
BE328,2024-W32,40
BE328,2024-W33,39
BE328,2024-W34,37
BE328,2024-W35,38
BE328,2024-W36,43
BE328,2024-W37,37
BE328,2024-W38,47
BE328,2024-W39,39
BE328,2024-W40,38
BE328,2024-W41,50
BE328,2024-W42,49
BE328,2024-W43,50
BE328,2024-W44,50
BE328,2024-W45,47
BE328,2024-W46,44
BE328,2024-W47,48
BE328,2024-W48,55
BE328,2024-W49,40
BE328,2024-W50,41
BE328,2024-W51,56
BE328,2024-W52,60
BE332,2022-W01,126
BE332,2022-W02,158
BE332,2022-W03,163
BE332,2022-W04,162
BE332,2022-W05,156
BE332,2022-W06,157
BE332,2022-W07,133
BE332,2022-W08,133
BE332,2022-W09,151
BE332,2022-W10,142
BE332,2022-W11,133
BE332,2022-W12,128
BE332,2022-W13,145
BE332,2022-W14,149
BE332,2022-W15,148
BE332,2022-W16,126
BE332,2022-W17,136
BE332,2022-W18,140
BE332,2022-W19,118
BE332,2022-W20,115
BE332,2022-W21,117
BE332,2022-W22,133
BE332,2022-W23,119
BE332,2022-W24,124
BE332,2022-W25,114
BE332,2022-W26,109
BE332,2022-W27,115
BE332,2022-W28,125
BE332,2022-W29,144
BE332,2022-W30,140
BE332,2022-W31,125
BE332,2022-W32,143
BE332,2022-W33,122
BE332,2022-W34,117
BE332,2022-W35,115
BE332,2022-W36,105
BE332,2022-W37,124
BE332,2022-W38,147
BE332,2022-W39,136
BE332,2022-W40,134
BE332,2022-W41,158
BE332,2022-W42,131
BE332,2022-W43,127
BE332,2022-W44,120
BE332,2022-W45,129
BE332,2022-W46,144
BE332,2022-W47,145
BE332,2022-W48,121
BE332,2022-W49,150
BE332,2022-W50,156
BE332,2022-W51,163
BE332,2022-W52,181
BE332,2023-W01,162
BE332,2023-W02,156
BE332,2023-W03,146
BE332,2023-W04,130
BE332,2023-W05,167
BE332,2023-W06,143
BE332,2023-W07,142
BE332,2023-W08,113
BE332,2023-W09,129
BE332,2023-W10,153
BE332,2023-W11,126
BE332,2023-W12,158
BE332,2023-W13,142
BE332,2023-W14,142
BE332,2023-W15,129
BE332,2023-W16,121
BE332,2023-W17,107
BE332,2023-W18,126
BE332,2023-W19,98
BE332,2023-W20,133
BE332,2023-W21,121
BE332,2023-W22,109
BE332,2023-W23,130
BE332,2023-W24,120
BE332,2023-W25,106
BE332,2023-W26,103
BE332,2023-W27,106
BE332,2023-W28,119
BE332,2023-W29,109
BE332,2023-W30,105
BE332,2023-W31,105
BE332,2023-W32,117
BE332,2023-W33,116
BE332,2023-W34,106
BE332,2023-W35,116
BE332,2023-W36,120
BE332,2023-W37,133
BE332,2023-W38,133
BE332,2023-W39,110
BE332,2023-W40,117
BE332,2023-W41,134
BE332,2023-W42,103
BE332,2023-W43,144
BE332,2023-W44,127
BE332,2023-W45,102
BE332,2023-W46,114
BE332,2023-W47,144
BE332,2023-W48,132
BE332,2023-W49,139
BE332,2023-W50,146
BE332,2023-W51,147
BE332,2023-W52,141
BE332,2024-W01,119
BE332,2024-W02,157
BE332,2024-W03,163
BE332,2024-W04,157
BE332,2024-W05,153
BE332,2024-W06,130
BE332,2024-W07,139
BE332,2024-W08,150
BE332,2024-W09,141
BE332,2024-W10,121
BE332,2024-W11,113
BE332,2024-W12,118
BE332,2024-W13,129
BE332,2024-W14,137
BE332,2024-W15,118
BE332,2024-W16,146
BE332,2024-W17,117
BE332,2024-W18,127
BE332,2024-W19,136
BE332,2024-W20,116
BE332,2024-W21,116
BE332,2024-W22,109
BE332,2024-W23,127
BE332,2024-W24,109
BE332,2024-W25,134
BE332,2024-W26,123
BE332,2024-W27,117
BE332,2024-W28,129
BE332,2024-W29,113
BE332,2024-W30,123
BE332,2024-W31,99
BE332,2024-W32,121
BE332,2024-W33,122
BE332,2024-W34,105
BE332,2024-W35,112
BE332,2024-W36,117
BE332,2024-W37,124
BE332,2024-W38,119
BE332,2024-W39,127
BE332,2024-W40,121
BE332,2024-W41,147
BE332,2024-W42,130
BE332,2024-W43,119
BE332,2024-W44,120
BE332,2024-W45,128
BE332,2024-W46,124
BE332,2024-W47,125
BE332,2024-W48,125
BE332,2024-W49,130
BE332,2024-W50,143
BE332,2024-W51,159
BE332,2024-W52,150
